Study	Sample	Library layout	Published year	Information	Tissue	Stage	Treatment	Type	Doi
BnIR	656_20DAF	pair-end	2016	Swu49,20 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	660_20DAF	pair-end	2016	Swu57,20 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	662_20DAF	pair-end	2016	Swu60,20 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	666_20DAF	pair-end	2016	Swu62,20 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	668_20DAF	pair-end	2016	Swu63,20 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	670_20DAF	pair-end	2016	Swu64,20 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	672_20DAF	pair-end	2016	Swu66,20 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	680_20DAF	pair-end	2016	Swu70,20 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	682_20DAF	pair-end	2016	Swu71,20 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	688_20DAF	pair-end	2016	Swu76,20 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	690_20DAF	pair-end	2016	Swu77,20 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	696_20DAF	pair-end	2016	Swu84,20 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	700_20DAF	pair-end	2016	Swu97,20 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	702_20DAF	pair-end	2016	Swu88,20 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	704_20DAF	pair-end	2016	Swu89,20 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	712_20DAF	pair-end	2016	Swu95,20 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	724_20DAF	pair-end	2016	Swu104,20 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	740_20DAF	pair-end	2016	Zhongshuang10,20 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	748_20DAF	pair-end	2016	Zhongyou589,20 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	752_20DAF	pair-end	2016	Zhen3736,20 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	762_20DAF	pair-end	2016	Zheshuang3,20 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	764_20DAF	pair-end	2016	L385,20 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	770_20DAF	pair-end	2016	Wanyou7,20 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	778_20DAF	pair-end	2016	L392,20 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	780_20DAF	pair-end	2016	L393,20 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	784_20DAF	pair-end	2016	L395,20 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	786_20DAF	pair-end	2016	L396,20 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	798_20DAF	pair-end	2016	L402,20 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	800_20DAF	pair-end	2016	Huahang901,20 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	802_20DAF	pair-end	2016	Yangj6711,20 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	808_20DAF	pair-end	2016	L407,20 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	810_20DAF	pair-end	2016	Zheyou17,20 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	816_20DAF	pair-end	2016	Qinyou1,20 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	818_20DAF	pair-end	2016	Weilong88,20 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	820_20DAF	pair-end	2016	Yanyou2,20 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	822_20DAF	pair-end	2016	Qinyou5,20 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	826_20DAF	pair-end	2016	Fengyou9,20 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	828_20DAF	pair-end	2016	De68-12,20 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	830_20DAF	pair-end	2016	Monty,20 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	836_20DAF	pair-end	2016	L421,20 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	862_20DAF	pair-end	2016	Wh-19,20 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	878_20DAF	pair-end	2016	Wh-29,20 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	888_20DAF	pair-end	2016	Wh-38,20 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	890_20DAF	pair-end	2016	Wh-41,20 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	892_20DAF	pair-end	2016	Wh-42,20 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	894_20DAF	pair-end	2016	Wh-43,20 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	896_20DAF	pair-end	2016	Wh-45,20 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	898_20DAF	pair-end	2016	Wh-49,20 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	900_20DAF	pair-end	2016	Wh-50,20 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	902_20DAF	pair-end	2016	Wh-55,20 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	904_20DAF	pair-end	2016	Wh-56,20 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	906_20DAF	pair-end	2016	Wh-57,20 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	908_20DAF	pair-end	2016	Wh-58,20 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	910_20DAF	pair-end	2016	Wh-59,20 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	912_20DAF	pair-end	2016	Wh-60,20 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	914_20DAF	pair-end	2016	Wh-61,20 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	922_20DAF	pair-end	2016	Wh-83,20 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	924_20DAF	pair-end	2016	Wh-85,20 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	926_20DAF	pair-end	2016	Wh-88,20 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	928_20DAF	pair-end	2016	Wh-93,20 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	930_20DAF	pair-end	2016	Wh-95,20 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	932_20DAF	pair-end	2016	Wh-100,20 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	934_20DAF	pair-end	2016	Wh-127,20 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	936_20DAF	pair-end	2016	Yuyou1,20 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	938_20DAF	pair-end	2016	Cobra,20 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	946_20DAF	pair-end	2016	Huayou12,20 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	948_20DAF	pair-end	2016	Cubs Root,20 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	954_20DAF	pair-end	2016	Shengliyoucai,20 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	958_20DAF	pair-end	2016	Taisetsu,20 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	960_20DAF	pair-end	2016	Cresor,20 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	962_20DAF	pair-end	2016	Daichousen,20 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	964_20DAF	pair-end	2016	Comet,20 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	966_20DAF	pair-end	2016	Niklas,20 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	968_20DAF	pair-end	2016	Askari,20 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	970_20DAF	pair-end	2016	Chuosenshu,20 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	972_20DAF	pair-end	2016	Wesbrook,20 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	974_20DAF	pair-end	2016	Suigenshu,20 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	980_20DAF	pair-end	2016	Y2,20 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	988_20DAF	pair-end	2016	Y6,20 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	990_20DAF	pair-end	2016	Y7,20 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	996_20DAF	pair-end	2016	L503,20 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	998_20DAF	pair-end	2016	Y14,20 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	1000_20DAF	pair-end	2016	Y15,20 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	1004_20DAF	pair-end	2016	Y17,20 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	1010_20DAF	pair-end	2016	Ningyou8,20 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	1012_20DAF	pair-end	2016	Ningyou6,20 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	1014_20DAF	pair-end	2016	Y32,20 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	1018_20DAF	pair-end	2016	Huaiyou12,20 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	1020_20DAF	pair-end	2016	Peixuan170,20 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	1024_20DAF	pair-end	2016	Guangde8104,20 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	1026_20DAF	pair-end	2016	Y38,20 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	1032_20DAF	pair-end	2016	Chu610,20 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	1034_20DAF	pair-end	2016	Chu107,20 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	1036_20DAF	pair-end	2016	Su84-6,20 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	1038_20DAF	pair-end	2016	Y44,20 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	1040_20DAF	pair-end	2016	Chuyou1,20 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	1042_20DAF	pair-end	2016	Y46,20 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	1046_20DAF	pair-end	2016	Shenhuang1,20 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	1048_20DAF	pair-end	2016	Zheyou601,20 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	1050_20DAF	pair-end	2016	Y61,20 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	1052_20DAF	pair-end	2016	Zaofeng1,20 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	1054_20DAF	pair-end	2016	Unkown,20 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	1056_20DAF	pair-end	2016	Unkown,20 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	1060_20DAF	pair-end	2016	Unkown,20 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	1062_20DAF	pair-end	2016	Unkown,20 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	1064_20DAF	pair-end	2016	Unkown,20 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	1066_20DAF	pair-end	2016	Unkown,20 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	1068_20DAF	pair-end	2016	Unkown,20 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	1070_20DAF	pair-end	2016	Unkown,20 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	1072_20DAF	pair-end	2016	Unkown,20 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	4_40DAF	pair-end	2018	Norin42,40 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	8_40DAF	pair-end	2018	H-6,40 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	10_40DAF	pair-end	2018	Yan81-2,40 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	14_40DAF	pair-end	2018	Qianyou4,40 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	18_40DAF	pair-end	2018	Enyou73-1-2,40 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	20_40DAF	pair-end	2018	Niuerduo,40 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	22_40DAF	pair-end	2018	880101,40 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	28_40DAF	pair-end	2018	Swu43,40 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	30_40DAF	pair-end	2018	Swu44,40 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	34_40DAF	pair-end	2018	Swu46,40 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	42_40DAF	pair-end	2018	Swu52,40 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	44_40DAF	pair-end	2018	Swu53,40 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	48_40DAF	pair-end	2018	Swu59,40 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	66_40DAF	pair-end	2018	Chuanyou18,40 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	70_40DAF	pair-end	2018	Cy12Ny-7,40 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	74_40DAF	pair-end	2018	Cy12Q8-7,40 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	76_40DAF	pair-end	2018	Cy12Qsz06,40 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	80_40DAF	pair-end	2018	Cy12Q95108,40 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	82_40DAF	pair-end	2018	Cy12Q21535-N3,40 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	84_40DAF	pair-end	2018	Cy12Pxw-4,40 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	86_40DAF	pair-end	2018	Cy12Pxw-6,40 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	90_40DAF	pair-end	2018	Cy13Pxw-17,40 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	92_40DAF	pair-end	2018	Cy14Pxw-18,40 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	94_40DAF	pair-end	2018	Cy15Pxw-31,40 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	96_40DAF	pair-end	2018	Cy16Pxw-35,40 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	98_40DAF	pair-end	2018	Cy17Pxw-58,40 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	100_40DAF	pair-end	2018	Cy18Pxw-62,40 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	106_40DAF	pair-end	2018	Cy21Pxw-84,40 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	108_40DAF	pair-end	2018	Cy12Gj-1,40 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	114_40DAF	pair-end	2018	Wx10296,40 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	126_40DAF	pair-end	2018	10-804,40 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	128_40DAF	pair-end	2018	10-1358,40 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	130_40DAF	pair-end	2018	1472,40 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	134_40DAF	pair-end	2018	Xiangyou15,40 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	144_40DAF	pair-end	2018	613,40 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	146_40DAF	pair-end	2018	783,40 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	150_40DAF	pair-end	2018	Yb3,40 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	156_40DAF	pair-end	2018	Wx10329,40 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	158_40DAF	pair-end	2018	Santana,40 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	160_40DAF	pair-end	2018	1281,40 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	170_40DAF	pair-end	2018	1321,40 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	176_40DAF	pair-end	2018	7016,40 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	178_40DAF	pair-end	2018	9F087,40 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	182_40DAF	pair-end	2018	97097,40 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	184_40DAF	pair-end	2018	7189,40 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	188_40DAF	pair-end	2018	7037,40 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	192_40DAF	pair-end	2018	Rr009,40 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	194_40DAF	pair-end	2018	Rr002,40 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	198_40DAF	pair-end	2018	96021,40 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	200_40DAF	pair-end	2018	96063,40 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	206_40DAF	pair-end	2018	9Bao22,40 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	210_40DAF	pair-end	2018	2354,40 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	212_40DAF	pair-end	2018	2359,40 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	218_40DAF	pair-end	2018	93210,40 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	226_40DAF	pair-end	2018	Zhongshuang11,40 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	230_40DAF	pair-end	2018	2011-6308,40 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	232_40DAF	pair-end	2018	2011-7103,40 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	234_40DAF	pair-end	2018	2012-11526,40 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	236_40DAF	pair-end	2018	2012-3448,40 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	238_40DAF	pair-end	2018	2012-3546,40 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	242_40DAF	pair-end	2018	2012-5086,40 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	244_40DAF	pair-end	2018	2012-5113,40 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	248_40DAF	pair-end	2018	2012-8355,40 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	250_40DAF	pair-end	2018	2012-8380,40 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	252_40DAF	pair-end	2018	2012-8998,40 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	256_40DAF	pair-end	2018	2012-9354,40 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	258_40DAF	pair-end	2018	2012-9380,40 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	260_40DAF	pair-end	2018	2012-9478,40 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	264_40DAF	pair-end	2018	2012-K8053,40 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	266_40DAF	pair-end	2018	R2,40 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	270_40DAF	pair-end	2018	Yangguang198,40 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	272_40DAF	pair-end	2018	Yangguang209,40 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	282_40DAF	pair-end	2018	L138,40 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	286_40DAF	pair-end	2018	L140,40 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	290_40DAF	pair-end	2018	Major,40 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	294_40DAF	pair-end	2018	Aurora,40 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	298_40DAF	pair-end	2018	Rucabo,40 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	318_40DAF	pair-end	2018	11-9-705,40 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	324_40DAF	pair-end	2018	11-P63-5,40 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	326_40DAF	pair-end	2018	11-P63-8,40 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	328_40DAF	pair-end	2018	11-P63-3,40 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	330_40DAF	pair-end	2018	11-P67,40 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	340_40DAF	pair-end	2018	42672,40 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	342_40DAF	pair-end	2018	10-32,40 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	348_40DAF	pair-end	2018	42645,40 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	350_40DAF	pair-end	2018	42646,40 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	354_40DAF	pair-end	2018	11-7-117,40 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	358_40DAF	pair-end	2018	11-P74-8,40 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	364_40DAF	pair-end	2018	P18,40 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	366_40DAF	pair-end	2018	23651,40 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	370_40DAF	pair-end	2018	Jiayu17,40 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	374_40DAF	pair-end	2018	Jiayu16,40 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	376_40DAF	pair-end	2018	Jiayu31,40 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	380_40DAF	pair-end	2018	Huashuang4,40 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	390_40DAF	pair-end	2018	Jiapf190,40 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	396_40DAF	pair-end	2018	Jia951,40 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	398_40DAF	pair-end	2018	Jia917,40 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
BnIR	404_40DAF	pair-end	2018	Jiayu05,40 days after flowering	Seed	Maturation	Development	Normal	10.1016/j.molp.2020.12.003
